text,user,location,date
"RT @TrendSpider: This scanner searches the S&amp;P 500 for stocks that are currently forming a Monthly candle with a bullish pattern 🐂

- Bulli…",Investments2030,"Minneapolis, MN",2022-03-06 21:44:33+00:00
"RT @awealthofcs: When oil hit ~$150/barrel in 2008 the energy sector made up 17% of the S&amp;P 500

When oil went negative in April 2020 energ…",HerzAusStahll,,2022-03-06 21:37:43+00:00
"RT @TrendSpider: This scanner searches the S&amp;P 500 for stocks that are currently forming a Monthly candle with a bullish pattern 🐂

- Bulli…",reciknows,.618,2022-03-06 21:37:14+00:00
"S&amp;P 500, Nasdaq, ITIFIN index finished the week negatively. Our calculated market sentiment became bullish.… https://t.co/upvDz6rALb",itifin_com,,2022-03-06 21:31:32+00:00
Stock Picking With AI: Top 20 Stocks to Buy This Week Based On AI ★ Insight on Insider Trading ★ Top ETFs Outperfor… https://t.co/Qo3qTABHiv,yaron_gol,,2022-03-06 21:31:09+00:00
RT @i_Know_First: Stock Picking With AI: Top 20 Stocks to Buy This Week Based On AI ★ Insight on Insider Trading ★ Top ETFs Outperforms S&amp;P…,yaron_gol,,2022-03-06 21:27:35+00:00
RT @i_Know_First: Stock Picking With AI: Top 20 Stocks to Buy This Week Based On AI ★ Insight on Insider Trading ★ Top ETFs Outperforms S&amp;P…,IKF_italy,,2022-03-06 21:27:08+00:00
RT @i_Know_First: Stock Picking With AI: Top 20 Stocks to Buy This Week Based On AI ★ Insight on Insider Trading ★ Top ETFs Outperforms S&amp;P…,Cprediction,,2022-03-06 21:25:49+00:00
Stock Picking With AI: Top 20 Stocks to Buy This Week Based On AI ★ Insight on Insider Trading ★ Top ETFs Outperfor… https://t.co/0LXFgpRxui,i_Know_First,,2022-03-06 21:25:01+00:00
"Citi: ""...year-end 2022 S&amp;P 500 price target is lowered to 4700 from a previous 5100. We expect that a higher geopo… https://t.co/Jhb6YcAwE9",Filapek,"Sydney, Australia",2022-03-06 21:15:23+00:00
"RT @TrendSpider: This scanner searches the S&amp;P 500 for stocks that are currently forming a Monthly candle with a bullish pattern 🐂

- Bulli…",webtesting2,,2022-03-06 21:03:39+00:00
"RT @awealthofcs: When oil hit ~$150/barrel in 2008 the energy sector made up 17% of the S&amp;P 500

When oil went negative in April 2020 energ…",DarrylVentura,,2022-03-06 21:01:33+00:00
"RT @TrendSpider: This scanner searches the S&amp;P 500 for stocks that are currently forming a Monthly candle with a bullish pattern 🐂

- Bulli…",wondersbycam,"Memphis, TN",2022-03-06 21:00:12+00:00
This scanner searches the S&amp;P 500 for stocks that are currently forming a Monthly candle with a bullish pattern 🐂… https://t.co/sBF2cZ9s6w,TrendSpider,"Chicago, IL",2022-03-06 21:00:00+00:00
[CHART] S&amp;P 500 sector moves; US and European markets saw similar themes drive their respective Indices over last w… https://t.co/6nuWgYeOtq,CommSec,Australia,2022-03-06 20:35:17+00:00
"RT @awealthofcs: When oil hit ~$150/barrel in 2008 the energy sector made up 17% of the S&amp;P 500

When oil went negative in April 2020 energ…",MConvexity,,2022-03-06 20:34:10+00:00
"If you’re not killing it picking your own stocks, Titan might be a wiser option. Its Flagship fund has earned a 22.… https://t.co/4dJTKURYK1",ThatTVGal,Tampa,2022-03-06 20:33:47+00:00
"https://t.co/xnVJVO9x9G: [CHART] US stocks fell at the weekend, the Dow fell 0.5%. The S&amp;P 500 fell 0.8% &amp; the Nasd… https://t.co/jQMyXfP0jF",InvestorUnity,Sydney Australia,2022-03-06 20:32:02+00:00
"[CHART] US stocks fell at the weekend, the Dow fell 0.5%. The S&amp;P 500 fell 0.8% &amp; the Nasdaq fell 1.7%. Over the we… https://t.co/9uwvGzUOl2",CommSec,Australia,2022-03-06 20:32:00+00:00
"RT @leadlagreport: The VIX index, which measures volatility in the S&amp;P 500, hit its highest level in over a year #stocks #market https://t.…",orbitroute,,2022-03-06 20:18:29+00:00
"RT @awealthofcs: When oil hit ~$150/barrel in 2008 the energy sector made up 17% of the S&amp;P 500

When oil went negative in April 2020 energ…",Frank_McG,"toronto, ontario, TEH CANADAS",2022-03-06 20:11:59+00:00
"RT @Benzinga: Why Apple, Microsoft And Other Big Buyback Stocks Are Crushing The S&amp;P 500's Returns $PKW $MSFT $AAPL $JPM https://t.co/j48Ay…",Choin62538345,"Lincoln, NE",2022-03-06 19:27:08+00:00
"Reminder ""The S&amp;P 500 would need to slide to 3,698 for the Federal Reserve to step in and help stop the bleeding in… https://t.co/nNMIx99jYa",Aston58867372,,2022-03-06 19:27:04+00:00
"Possible scenarios on how the war could impact equities. Should tensions escalate and a recession follow, risk aver… https://t.co/ZfmtPFTAiR",Aston58867372,,2022-03-06 19:25:41+00:00
"RT @awealthofcs: When oil hit ~$150/barrel in 2008 the energy sector made up 17% of the S&amp;P 500

When oil went negative in April 2020 energ…",A_Rom23,,2022-03-06 19:10:03+00:00
"RT @CBSNews: S&amp;P Dow Jones, which manages both the S&amp;P 500 index and the Dow Jones Industrial Average, said it is stripping Russian stocks…",Usefulnotes_,,2022-03-06 19:03:36+00:00
"RT @awealthofcs: When oil hit ~$150/barrel in 2008 the energy sector made up 17% of the S&amp;P 500

When oil went negative in April 2020 energ…",MaranaDave,"Marana, Arizona",2022-03-06 18:57:32+00:00
"The divergence from struggling stocks didn’t last long, though, and bitcoin’s hasty retreat has picked up steam thi… https://t.co/8WcGEXhNbY",felix_djm29,,2022-03-06 18:24:42+00:00
RT @WatcherGuru: JUST IN: The S&amp;P 500 has announced they’ll be removing all stocks listed or based in Russia from its indices!,_jungjaehyoon,,2022-03-06 18:20:31+00:00
"RT @awealthofcs: When oil hit ~$150/barrel in 2008 the energy sector made up 17% of the S&amp;P 500

When oil went negative in April 2020 energ…",ShahraniMA, Riyadh,2022-03-06 18:11:06+00:00
"RT @awealthofcs: When oil hit ~$150/barrel in 2008 the energy sector made up 17% of the S&amp;P 500

When oil went negative in April 2020 energ…",MarketsHill,,2022-03-06 18:07:23+00:00
"RT @awealthofcs: When oil hit ~$150/barrel in 2008 the energy sector made up 17% of the S&amp;P 500

When oil went negative in April 2020 energ…",EOF_PM,Los Angeles/San Juan,2022-03-06 17:55:56+00:00
"RT @awealthofcs: When oil hit ~$150/barrel in 2008 the energy sector made up 17% of the S&amp;P 500

When oil went negative in April 2020 energ…",WallStScott,,2022-03-06 17:53:02+00:00
"RT @awealthofcs: When oil hit ~$150/barrel in 2008 the energy sector made up 17% of the S&amp;P 500

When oil went negative in April 2020 energ…",Coingrams,,2022-03-06 17:52:44+00:00
@HeWhoNFTs Agreed! Check @swombat analysis. He actually look at the value of the nft project. The S&amp;P 500 is the sa… https://t.co/qn4CbuxFWH,RTakahash1,,2022-03-06 17:52:35+00:00
"RT @awealthofcs: When oil hit ~$150/barrel in 2008 the energy sector made up 17% of the S&amp;P 500

When oil went negative in April 2020 energ…",Moorewealthal,,2022-03-06 17:49:54+00:00
"RT @awealthofcs: When oil hit ~$150/barrel in 2008 the energy sector made up 17% of the S&amp;P 500

When oil went negative in April 2020 energ…",TR8V8,"Memphis, TN",2022-03-06 17:48:08+00:00
"RT @awealthofcs: When oil hit ~$150/barrel in 2008 the energy sector made up 17% of the S&amp;P 500

When oil went negative in April 2020 energ…",MirAsif75,,2022-03-06 17:42:18+00:00
"@RTakahash1 Agreed, but in NFTs what are the actual measures?  In stocks we have things like NYSE, TSX, S&amp;P 500 tha… https://t.co/vvFxB2I7hG",HeWhoNFTs,,2022-03-06 17:41:59+00:00
"RT @awealthofcs: When oil hit ~$150/barrel in 2008 the energy sector made up 17% of the S&amp;P 500

When oil went negative in April 2020 energ…",TraderSeanH,,2022-03-06 17:36:15+00:00
"RT @awealthofcs: When oil hit ~$150/barrel in 2008 the energy sector made up 17% of the S&amp;P 500

When oil went negative in April 2020 energ…",DhinigiriAmiwal,Earth,2022-03-06 17:35:53+00:00
"RT @awealthofcs: When oil hit ~$150/barrel in 2008 the energy sector made up 17% of the S&amp;P 500

When oil went negative in April 2020 energ…",PUNAMDG,,2022-03-06 17:35:28+00:00
"RT @awealthofcs: When oil hit ~$150/barrel in 2008 the energy sector made up 17% of the S&amp;P 500

When oil went negative in April 2020 energ…",mmers,"Boise, ID.",2022-03-06 17:32:42+00:00
It has nothing to do with who is president or climate change - it is strictly a response to investors demands. All… https://t.co/5OT0ikhM2M,merket,"Austin, TX",2022-03-06 17:29:16+00:00
"RT @the_chart_life: Online Retail stocks have now underperformed the S&amp;P 500 over the last 4.5 years, after a peaking with ~222% of alpha i…",Moorewealthal,,2022-03-06 17:26:48+00:00
"RT @awealthofcs: When oil hit ~$150/barrel in 2008 the energy sector made up 17% of the S&amp;P 500

When oil went negative in April 2020 energ…",jmvaidya,,2022-03-06 17:26:15+00:00
"RT @awealthofcs: When oil hit ~$150/barrel in 2008 the energy sector made up 17% of the S&amp;P 500

When oil went negative in April 2020 energ…",_Jstubb,"Orlando, FL",2022-03-06 17:24:53+00:00
"RT @awealthofcs: When oil hit ~$150/barrel in 2008 the energy sector made up 17% of the S&amp;P 500

When oil went negative in April 2020 energ…",nickjrog,KZN Midlands,2022-03-06 17:23:36+00:00
"RT @awealthofcs: When oil hit ~$150/barrel in 2008 the energy sector made up 17% of the S&amp;P 500

When oil went negative in April 2020 energ…",tvkvivek,Hyderabad,2022-03-06 17:23:33+00:00
"RT @awealthofcs: When oil hit ~$150/barrel in 2008 the energy sector made up 17% of the S&amp;P 500

When oil went negative in April 2020 energ…",goldhat_lou,Great state of Texas(Houston),2022-03-06 17:23:21+00:00
"RT @awealthofcs: When oil hit ~$150/barrel in 2008 the energy sector made up 17% of the S&amp;P 500

When oil went negative in April 2020 energ…",sportscardex,"Nashville, TN",2022-03-06 17:23:06+00:00
"RT @awealthofcs: When oil hit ~$150/barrel in 2008 the energy sector made up 17% of the S&amp;P 500

When oil went negative in April 2020 energ…",pai_naldo,,2022-03-06 17:22:24+00:00
"When oil hit ~$150/barrel in 2008 the energy sector made up 17% of the S&amp;P 500

When oil went negative in April 202… https://t.co/XICbFOJi51",awealthofcs,"Grand Rapids, MI",2022-03-06 17:21:48+00:00
"RT @JesseOlson: By June, could we see sub?
- $10.6K $NASDAQ
- $3.5K S&amp;P 500
- $1.6K Russ 2000
- $26k Dow Jones
- $500 $TSLA
- $100 $AAPL
-…",MrEximious,"Scottsdale, AZ",2022-03-06 17:17:55+00:00
@IngrahamAngle Oh yes and no more QE at all and something called $9 trillion balance sheet reduction. People are co… https://t.co/KmoeS0A4VP,spank419,"Palm Beach, FL",2022-03-06 17:16:55+00:00
"RT @rajivmehta19: and then they plunged.
German stocks. The most widely cited German stock market index, the DAX, is a total return index t…",tntrajan,,2022-03-06 16:54:01+00:00
"Online Retail stocks have now underperformed the S&amp;P 500 over the last 4.5 years, after a peaking with ~222% of alp… https://t.co/39WiOSZ2KG",the_chart_life,"Charlotte, NC",2022-03-06 16:50:56+00:00
"@JulianMI2 ""unless stocks collapse.""  Absolutely right.  I wonder if JPOW's only way out is to guide S&amp;P to 3,500 o… https://t.co/71yldE1sn6",BobbyMc15785907,,2022-03-06 16:49:41+00:00
"RT @realwillmeade: The 5 worst performing stocks in the S&amp;P 500 YTD
$ETSY -47%
$PYPL -46
$MRNA -46%
$FB - 41%
$NFLX -39%",OrbitHigher,,2022-03-06 16:40:46+00:00
RT @WatcherGuru: JUST IN: The S&amp;P 500 has announced they’ll be removing all stocks listed or based in Russia from its indices!,ArdiantoFuad,"Jawa Tengah, Indonesia",2022-03-06 16:08:49+00:00
"Checking stocks, the #Nasdaq is down another 2% Friday and the S&amp;P 500 index off 1%. The action in Europe is way wo… https://t.co/KFCG3THMPC",SupremeFinance2,,2022-03-06 16:00:05+00:00
"RT @rajivmehta19: and then they plunged.
German stocks. The most widely cited German stock market index, the DAX, is a total return index t…",aggopal15,,2022-03-06 15:56:04+00:00
"The world is spinning and I've got the charts showing exactly what it's doing to price patterns of Gold, Oil, Inter… https://t.co/HRdSO3r9pu",TimePricer,NYC,2022-03-06 15:53:12+00:00
RT @WatcherGuru: JUST IN: The S&amp;P 500 has announced they’ll be removing all stocks listed or based in Russia from its indices!,riiaoooa,ig/tg/dc: jaemxxriego | ph,2022-03-06 15:38:21+00:00
RT @WatcherGuru: JUST IN: The S&amp;P 500 has announced they’ll be removing all stocks listed or based in Russia from its indices!,0xAhyarBigWin,"Lampung, Indonesia",2022-03-06 15:31:50+00:00
"RT @leadlagreport: The VIX index, which measures volatility in the S&amp;P 500, hit its highest level in over a year #stocks #market https://t.…",thetwinklebrain,"New York, USA",2022-03-06 14:57:34+00:00
"RT @JesseOlson: By June, could we see sub?
- $10.6K $NASDAQ
- $3.5K S&amp;P 500
- $1.6K Russ 2000
- $26k Dow Jones
- $500 $TSLA
- $100 $AAPL
-…",amitbarkan,,2022-03-06 14:18:00+00:00
RT @WatcherGuru: JUST IN: The S&amp;P 500 has announced they’ll be removing all stocks listed or based in Russia from its indices!,ayishabigwin07,,2022-03-06 14:16:50+00:00
"RT @leadlagreport: The VIX index, which measures volatility in the S&amp;P 500, hit its highest level in over a year #stocks #market https://t.…",cchucklee,,2022-03-06 14:03:33+00:00
"RT @leadlagreport: The VIX index, which measures volatility in the S&amp;P 500, hit its highest level in over a year #stocks #market https://t.…",_mgmpt,,2022-03-06 13:59:34+00:00
"RT @leadlagreport: The VIX index, which measures volatility in the S&amp;P 500, hit its highest level in over a year #stocks #market https://t.…",AlaeddineHaouas,Belgique,2022-03-06 13:56:55+00:00
"RT @JesseOlson: By June, could we see sub?
- $10.6K $NASDAQ
- $3.5K S&amp;P 500
- $1.6K Russ 2000
- $26k Dow Jones
- $500 $TSLA
- $100 $AAPL
-…",Gambiste1,,2022-03-06 13:40:33+00:00
"RT @JesseOlson: By June, could we see sub?
- $10.6K $NASDAQ
- $3.5K S&amp;P 500
- $1.6K Russ 2000
- $26k Dow Jones
- $500 $TSLA
- $100 $AAPL
-…",MichaelTerwijde,Curaçao en Nederland ,2022-03-06 13:34:38+00:00
"RT @leadlagreport: The VIX index, which measures volatility in the S&amp;P 500, hit its highest level in over a year #stocks #market https://t.…",Corgi_Capital,"Boca Raton, FL.",2022-03-06 13:15:09+00:00
"RT @leadlagreport: The VIX index, which measures volatility in the S&amp;P 500, hit its highest level in over a year #stocks #market https://t.…",JGiampalmi,"Lansdale, PA",2022-03-06 13:11:12+00:00
"RT @leadlagreport: The VIX index, which measures volatility in the S&amp;P 500, hit its highest level in over a year #stocks #market https://t.…",HeTookMeToJared,sitting behind jim on wall st,2022-03-06 13:08:10+00:00
"The VIX index, which measures volatility in the S&amp;P 500, hit its highest level in over a year #stocks #market https://t.co/6lIbrxmDE3",leadlagreport,Click link for two weeks free,2022-03-06 13:08:01+00:00
More Than 100 S&amp;P 500 Stocks Have Outperformed Cardano https://t.co/9rX7edXIld,aditpradana12,,2022-03-06 13:01:06+00:00
"@DanCrenshawTX While everyone was distracted with Covid, Dan used privileged information to buy/sell stocks that re… https://t.co/0THV2oVoRh",JacobFisher66,ATL Hoe,2022-03-06 12:58:40+00:00
"RT @JesseOlson: By June, could we see sub?
- $10.6K $NASDAQ
- $3.5K S&amp;P 500
- $1.6K Russ 2000
- $26k Dow Jones
- $500 $TSLA
- $100 $AAPL
-…",Lm1234520,,2022-03-06 12:15:15+00:00
"A ""devastating"" conflict between Russia and Ukraine hoisted the S&amp;amp;P 500 deeper into a correction and the tech-h… https://t.co/1a5OhKjGs9",Financial_Pilot,"Certified Financial Planner               IPC Investment Corp                         13 - 930 Woodlawn Road W      Guelph, Ontario, N1K 1T2",2022-03-06 12:09:26+00:00
RT @WatcherGuru: JUST IN: The S&amp;P 500 has announced they’ll be removing all stocks listed or based in Russia from its indices!,dwacooo,,2022-03-06 12:01:36+00:00
RT @WatcherGuru: JUST IN: The S&amp;P 500 has announced they’ll be removing all stocks listed or based in Russia from its indices!,will_win_big,"Caloocan City, National Capita",2022-03-06 11:17:19+00:00
"YTD Returns So Far, we are outperforming the S&amp;P 500 by 3x 📈

*The platinum fund is a Short only fund filled with A… https://t.co/bFriWOH5RU",slakinvestments,"England, United Kingdom",2022-03-06 10:54:00+00:00
BIG POST! Technical Analysis of 75 Stocks From The S&amp;P 500 List!: https://t.co/L3gX1JMngC,ItuGlobal,,2022-03-06 10:52:26+00:00
"RT @JesseOlson: Weekly chart updates on traditional futures markets:
- $NASDAQ
- S&amp;P 500
- Dow Jones
- Russ 2000

#stocks https://t.co/OWpC…",88Adnanc,"England, United Kingdom",2022-03-06 10:36:38+00:00
"@TimatKillik The S&amp;P 500 far outperforms the FTSE 100, if the value stocks are no longer value and the growth stock… https://t.co/ErCt8laYe8",mikerainham,Rainham Essex ENGLAND,2022-03-06 10:34:27+00:00
"RT @JesseOlson: By June, could we see sub?
- $10.6K $NASDAQ
- $3.5K S&amp;P 500
- $1.6K Russ 2000
- $26k Dow Jones
- $500 $TSLA
- $100 $AAPL
-…",MaurizioACM,Up there,2022-03-06 10:32:23+00:00
"RT @Elect_Equities: 2022 Week 9 Performance:

Our High Growth Equities Portfolio gains by 0.4% v the S&amp;P 500’s 1.3% decline for the week as…",garlaw82,Abu Dhabi,2022-03-06 10:32:17+00:00
RT @Elect_Equities: Elect Equities tracks performance of our High Growth Equities Portfolio against The S&amp;P 500 to benchmark the portfolio’…,garlaw82,Abu Dhabi,2022-03-06 10:32:12+00:00
"RT @JesseOlson: Weekly chart updates on traditional futures markets:
- $NASDAQ
- S&amp;P 500
- Dow Jones
- Russ 2000

#stocks https://t.co/OWpC…",JesseOlson,California,2022-03-06 10:21:25+00:00
"Market Review

S&amp;P 500
4,328.87

Returns:
Week                 -1.27%
Month               -4.13%
Year… https://t.co/HnwLdFjpBw",TipTicks,Wall Street,2022-03-06 09:59:20+00:00
"RT @JesseOlson: By June, could we see sub?
- $10.6K $NASDAQ
- $3.5K S&amp;P 500
- $1.6K Russ 2000
- $26k Dow Jones
- $500 $TSLA
- $100 $AAPL
-…",1Bizza2,South Africa,2022-03-06 09:49:11+00:00
"and then they plunged.
German stocks. The most widely cited German stock market index, the DAX, is a total return i… https://t.co/KY39j7iJw6",rajivmehta19,New Delhi,2022-03-06 09:42:56+00:00
"RT @JesseOlson: By June, could we see sub?
- $10.6K $NASDAQ
- $3.5K S&amp;P 500
- $1.6K Russ 2000
- $26k Dow Jones
- $500 $TSLA
- $100 $AAPL
-…",nappyhippo,,2022-03-06 09:33:36+00:00
"By June, could we see below?
- $10.6K $NASDAQ
- $3.5K S&amp;P 500
- $1.6K Russ 2000
- $26k Dow Jones
- $500 $TSLA
- $10… https://t.co/4TyuhMwWgD",MindsetInvest1,,2022-03-06 09:20:25+00:00
"RT @JesseOlson: By June, could we see sub?
- $10.6K $NASDAQ
- $3.5K S&amp;P 500
- $1.6K Russ 2000
- $26k Dow Jones
- $500 $TSLA
- $100 $AAPL
-…",88Adnanc,"England, United Kingdom",2022-03-06 09:18:58+00:00
"RT @JesseOlson: By June, could we see sub?
- $10.6K $NASDAQ
- $3.5K S&amp;P 500
- $1.6K Russ 2000
- $26k Dow Jones
- $500 $TSLA
- $100 $AAPL
-…",AwesOme2nite,sameplanet,2022-03-06 09:16:58+00:00
"By June, could we see sub?
- $10.6K $NASDAQ
- $3.5K S&amp;P 500
- $1.6K Russ 2000
- $26k Dow Jones
- $500 $TSLA
- $100… https://t.co/SYf9whwjBR",JesseOlson,California,2022-03-06 09:15:32+00:00
If your looking to buy stocks or ETF’s look no further then VOO which is the Vanguard 500 which mimics the S&amp;P 500… https://t.co/0PKIfvqcHK,vatorian62,,2022-03-06 09:14:10+00:00
RT @Obliquities: “Funeral home companies are growth stocks. They had a great year in 2021 compared to 2020 - they outperformed the S&amp;P 500…,KitUy1116,,2022-03-06 09:05:45+00:00
"RT @Benzinga: Why Apple, Microsoft And Other Big Buyback Stocks Are Crushing The S&amp;P 500's Returns $PKW $MSFT $AAPL $JPM https://t.co/j48Ay…",RuiZhong13,,2022-03-06 08:53:57+00:00
RT @WatcherGuru: JUST IN: The S&amp;P 500 has announced they’ll be removing all stocks listed or based in Russia from its indices!,cal0nsarzana,location.,2022-03-06 08:50:54+00:00
Is It Time to Buy the S&amp;P 500's 5 Worst-Performing February Stocks? - The Motley Fool https://t.co/F9HMp4B3fm #stocks #news,SignalsMe,,2022-03-06 08:44:18+00:00
"RT @franknbear: 📌The Strat Scanner
(feat Sector ETF Scans to find stocks setting up for a Simultaneous Break)
🇺🇸S&amp;P 500 News:
https://t.co/…",777flightcrew,Russia,2022-03-06 08:31:43+00:00
"RT @CBSNews: S&amp;P Dow Jones, which manages both the S&amp;P 500 index and the Dow Jones Industrial Average, said it is stripping Russian stocks…",HEIS_Tswvlis,Final Capstone,2022-03-06 08:31:30+00:00
RT @WatcherGuru: JUST IN: The S&amp;P 500 has announced they’ll be removing all stocks listed or based in Russia from its indices!,Jakeshimluck,freetag,2022-03-06 08:15:59+00:00
RT @WatcherGuru: JUST IN: The S&amp;P 500 has announced they’ll be removing all stocks listed or based in Russia from its indices!,34bozkurt44,,2022-03-06 08:11:19+00:00
"Weekly S&amp;P 500 ChartStorm: Geopolitical Risks Spilling Over 

#stocks #money #investing #entrepreneur #bitcoin… https://t.co/p12p5YM7iX",JournalMargin,,2022-03-06 08:07:05+00:00
RT @WatcherGuru: JUST IN: The S&amp;P 500 has announced they’ll be removing all stocks listed or based in Russia from its indices!,BigWINniiy,"ÜT: -6.27143,106.8712",2022-03-06 07:57:29+00:00
The S&amp;P 500 has announced they’ll be removing all stocks listed or based in Russia from its indices #stocks #news,KRYPTONEWS4U,,2022-03-06 07:02:11+00:00
Elect Equities tracks performance of our High Growth Equities Portfolio against The S&amp;P 500 to benchmark the portfo… https://t.co/I55gfG5QXh,Elect_Equities,,2022-03-06 06:52:56+00:00
"2022 Week 9 Performance:

Our High Growth Equities Portfolio gains by 0.4% v the S&amp;P 500’s 1.3% decline for the wee… https://t.co/NoKSuAMFdW",Elect_Equities,,2022-03-06 06:49:47+00:00
"RT @CBSNews: S&amp;P Dow Jones, which manages both the S&amp;P 500 index and the Dow Jones Industrial Average, said it is stripping Russian stocks…",marinerosrl,,2022-03-06 06:37:20+00:00
"RT @ISABELNET_SA: 🇺🇸 Earnings

Morgan Stanley still expects S&amp;P 500 earnings per share of $227 in 2022 and $245 in 2023
👉 https://t.co/3SVJ…",Levered_Beta,,2022-03-06 06:25:10+00:00
"S&amp;P 500, Nasdaq, Dow Technical Forecast: Stocks Struggle as War Rages https://t.co/JBvuDgWxJL https://t.co/yiFglpKfAL",MENAFN,,2022-03-06 06:13:34+00:00
RT @TickerHistory: On this day in 1957 the S&amp;P 500 was born when Standard and Poors expanded its S&amp;P 90 index to cover 500 US based stocks…,Silveraire,,2022-03-06 05:52:31+00:00
"RT @Investingcom: ⚠️BREAKING:

*U.S. STOCKS EXTEND FALL; NASDAQ DOWN 2.1%, S&amp;P 500 DOWN 1.4%, DOW DOWN 1.2%

$DIA $SPY $QQQ 🇺🇸 🇺🇸 https://t…",singhh213,"San Mateo, CA 🇺🇸",2022-03-06 04:37:04+00:00
"RT @IBDinvestors: Cash is still king. As an asset class, it still outperforms the S&amp;P 500 this year. https://t.co/Y7IyNY37xq",Steama_NY,"Queens, NY",2022-03-06 04:36:37+00:00
RT @WatcherGuru: JUST IN: The S&amp;P 500 has announced they’ll be removing all stocks listed or based in Russia from its indices!,Vijaybhan0211,"गुजरात, भारत",2022-03-06 04:07:58+00:00
RT @WatcherGuru: JUST IN: The S&amp;P 500 has announced they’ll be removing all stocks listed or based in Russia from its indices!,Chunyoew,,2022-03-06 04:01:28+00:00
RT @WatcherGuru: JUST IN: The S&amp;P 500 has announced they’ll be removing all stocks listed or based in Russia from its indices!,luckyziaa,,2022-03-06 03:51:08+00:00
"📌The Strat Scanner
(feat Sector ETF Scans to find stocks setting up for a Simultaneous Break)
🇺🇸S&amp;P 500 News:… https://t.co/Zk0OCk1fdf",franknbear,#thestrat,2022-03-06 03:36:22+00:00
"RT @realwillmeade: The 5 worst performing stocks in the S&amp;P 500 YTD
$ETSY -47%
$PYPL -46
$MRNA -46%
$FB - 41%
$NFLX -39%",TameBasile,"Staten Island, NY",2022-03-06 02:47:15+00:00
RT @WatcherGuru: JUST IN: The S&amp;P 500 has announced they’ll be removing all stocks listed or based in Russia from its indices!,xxnaymark,,2022-03-06 02:37:56+00:00
"RT @ISABELNET_SA: 🇺🇸 Earnings

Morgan Stanley still expects S&amp;P 500 earnings per share of $227 in 2022 and $245 in 2023
👉 https://t.co/3SVJ…",NathanV09488649,"Hanoi, Vietnam",2022-03-06 02:36:11+00:00
RT @WatcherGuru: JUST IN: The S&amp;P 500 has announced they’ll be removing all stocks listed or based in Russia from its indices!,hanapbuhay22,,2022-03-06 02:33:38+00:00
RT @WatcherGuru: JUST IN: The S&amp;P 500 has announced they’ll be removing all stocks listed or based in Russia from its indices!,racheyoww,,2022-03-06 01:38:57+00:00
"First Mover Americas: Fed Hikes Could Drive #Bitcoin Adoption in Emerging Markets 
#Bitcoin was trading flat to neg… https://t.co/VKVNA1pQXI",crypto_news24,"London, England",2022-03-06 00:54:34+00:00
@bowtiedfarmer downside? A drawn out commodity price shock that causes a 30% decline in s&amp;p 500 so crypto literally… https://t.co/wRySBqSKlA,bowtiedpixel,"Scottsdale, AZ",2022-03-06 00:53:48+00:00
RT @WatcherGuru: JUST IN: The S&amp;P 500 has announced they’ll be removing all stocks listed or based in Russia from its indices!,cryptomoonwins,,2022-03-06 00:35:34+00:00
RT @WatcherGuru: JUST IN: The S&amp;P 500 has announced they’ll be removing all stocks listed or based in Russia from its indices!,babbanana66,,2022-03-06 00:28:08+00:00
"S&amp;P 500 $SPY 1 Day Performance HeatMap, market cap stocks, financial services sector $BRK.B $JPM $V $AXP $PYPL

Lea… https://t.co/1Khp5QT2RD",Finscreener_com,,2022-03-05 23:13:36+00:00
"RT @bondj008: Every time the stock market has declined, it eventually has more than fully recovered. Hedging the stock market by shorting s…",BrettRichards67,,2022-03-05 23:09:06+00:00
"S&amp;amp;P 500: These 12 Fast-Rising Stocks Are Just
Getting Started, Analysts Say   https://t.co/U7ZEj5SBOC… https://t.co/lTusiK0iyR",media_diamante,,2022-03-05 23:01:23+00:00
"RT @GinaMartinAdams: The S&amp;P 500's recovery off of its Feb. 24 low should still be viewed as a bounce within a downtrend, as price, breadth…",WaveGodMcFly,Shrugged Off The Atlas,2022-03-05 22:45:24+00:00
"RT @Benzinga: Why Apple, Microsoft And Other Big Buyback Stocks Are Crushing The S&amp;P 500's Returns $PKW $MSFT $AAPL $JPM https://t.co/j48Ay…",BotOtc,,2022-03-05 22:30:11+00:00
"Why Apple, Microsoft And Other Big Buyback Stocks Are Crushing The S&amp;P 500's Returns $PKW $MSFT $AAPL $JPM… https://t.co/38juFiC6ej",Benzinga,"Downtown Detroit, MI & NYC",2022-03-05 22:30:00+00:00
RT @WatcherGuru: JUST IN: The S&amp;P 500 has announced they’ll be removing all stocks listed or based in Russia from its indices!,llovingcityxx,infp dorm,2022-03-05 22:28:32+00:00
"Stocktwits Top 25 - Week 9 📈reports the 25 best-performing stocks in the S&amp;P 500, Nasdaq 100, and Russell 2000 year… https://t.co/D8ZxewG6IP",TradingFinanzas,,2022-03-05 21:50:46+00:00
RT @WatcherGuru: JUST IN: The S&amp;P 500 has announced they’ll be removing all stocks listed or based in Russia from its indices!,seyraahbebe,"الدمام, المملكة العربية السعود",2022-03-05 21:37:52+00:00
"Why Apple, Microsoft And Other Big Buyback Stocks Are Crushing The S&amp;P 500's Returns https://t.co/5iGtg8Hr84 https://t.co/3agFkepbJt",PiggyBankPeople,"Chicago, IL",2022-03-05 21:30:04+00:00
